xmin,ymin,xmax,ymax,confidence,class
284.24545,109.346954,480.42233,290.37717,0.9192214608192444,0.0
591.11414,116.93567,880.9282,396.03046,0.915489137172699,0.0
965.3502,145.60956,1122.2982,300.2895,0.9122034311294556,0.0
46.16278,182.92851,212.08096,330.9538,0.8944253921508789,0.0
